,train_precision,train_recall,train_f1,train_treshold
0,0.8049984,1.0,0.89196575,0.0007027893
1,0.80499214,0.9999602,0.8919461,0.0007035509
2,0.80501795,0.9999602,0.89196193,0.0007037323
3,0.80504376,0.9999602,0.8919778,0.00070385635
4,0.80506957,0.9999602,0.8919936,0.00070392474
5,0.8050953,0.9999602,0.89200944,0.00070463895
6,0.8051211,0.9999602,0.89202523,0.0007050003
7,0.80514693,0.9999602,0.8920411,0.0007054926
8,0.80517274,0.9999602,0.89205694,0.00070661627
9,0.80519855,0.9999602,0.8920728,0.00070736284
10,0.80522436,0.9999602,0.8920886,0.000707875
11,0.80525017,0.9999602,0.89210445,0.00070824753
12,0.805276,0.9999602,0.8921203,0.0007097461
13,0.8053018,0.9999602,0.89213616,0.0007097475
14,0.8053276,0.9999602,0.89215195,0.00071010337
15,0.8053534,0.9999602,0.8921678,0.00071077363
16,0.8053792,0.9999602,0.89218366,0.0007107946
17,0.8054051,0.9999602,0.8921995,0.00071138964
18,0.8054309,0.9999602,0.8922154,0.00071163377
19,0.8054567,0.9999602,0.8922312,0.0007125289
20,0.8054825,0.9999602,0.892247,0.00071268197
21,0.8055084,0.9999602,0.8922629,0.000713128
22,0.8055342,0.9999602,0.8922788,0.00071326486
23,0.80556,0.9999602,0.8922946,0.0007134791
24,0.80558586,0.9999602,0.89231044,0.00071394606
25,0.80561167,0.9999602,0.8923263,0.00071425765
26,0.8056375,0.9999602,0.8923421,0.0007142645
27,0.80566335,0.9999602,0.892358,0.0007143197
28,0.80568916,0.9999602,0.89237386,0.0007148389
29,0.805715,0.9999602,0.89238966,0.0007161641
30,0.80574083,0.9999602,0.8924055,0.0007163054
31,0.8057667,0.9999602,0.89242136,0.00071645906
32,0.80579257,0.9999602,0.8924372,0.0007174261
33,0.8058184,0.9999602,0.8924531,0.0007179004
34,0.80584425,0.9999602,0.8924689,0.0007195608
35,0.8058701,0.9999602,0.89248484,0.0007197645
36,0.8058959,0.9999602,0.89250064,0.00071981933
37,0.8059218,0.9999602,0.8925165,0.00072015147
38,0.80594766,0.9999602,0.89253235,0.0007214819
39,0.80597353,0.9999602,0.8925482,0.0007220742
40,0.80599934,0.9999602,0.89256406,0.0007224614
41,0.8060252,0.9999602,0.89257985,0.0007241836
42,0.8060511,0.9999602,0.8925958,0.0007249563
43,0.80607694,0.9999602,0.8926116,0.0007254574
44,0.8061028,0.9999602,0.89262754,0.0007261767
45,0.8061287,0.9999602,0.89264333,0.0007262605
46,0.80615455,0.9999602,0.8926592,0.0007267638
47,0.8061804,0.9999602,0.892675,0.0007273902
48,0.8062063,0.9999602,0.8926909,0.0007274062
49,0.80623215,0.9999602,0.8927067,0.00072766957
50,0.806258,0.9999602,0.8927226,0.0007283572
51,0.8062839,0.9999602,0.8927384,0.00072946085
52,0.80630976,0.9999602,0.8927543,0.0007297554
53,0.8063356,0.9999602,0.8927701,0.00072976196
54,0.80636156,0.9999602,0.892786,0.0007300141
55,0.8063874,0.9999602,0.8928019,0.0007306359
56,0.8064133,0.9999602,0.8928178,0.00073073944
57,0.80643916,0.9999602,0.89283365,0.0007313527
58,0.8064651,0.9999602,0.8928495,0.0007319971
59,0.80649096,0.9999602,0.8928654,0.00073249044
60,0.8065168,0.9999602,0.8928812,0.00073308614
61,0.80654275,0.9999602,0.8928971,0.0007332964
62,0.8065686,0.9999602,0.892913,0.0007335197
63,0.80659455,0.9999602,0.89292884,0.0007352476
64,0.8066204,0.9999602,0.89294475,0.000735364
65,0.80664635,0.9999602,0.8929606,0.0007360135
66,0.8066722,0.9999602,0.89297646,0.00073617697
67,0.806666,0.99992037,0.89295673,0.00073693827
68,0.80669194,0.99992037,0.89297265,0.0007372406
69,0.8067178,0.99992037,0.89298844,0.00073877024
70,0.80674374,0.99992037,0.89300436,0.00073881604
71,0.80676967,0.99992037,0.89302033,0.0007389948
72,0.80679554,0.99992037,0.89303607,0.0007390991
73,0.80682147,0.99992037,0.893052,0.00074025197
74,0.8068474,0.99992037,0.8930679,0.000740874
75,0.8068733,0.99992037,0.89308375,0.0007409567
76,0.8068992,0.99992037,0.8930996,0.00074111973
77,0.8069251,0.99992037,0.8931155,0.00074135215
78,0.80695105,0.99992037,0.8931314,0.00074175495
79,0.806977,0.99992037,0.89314723,0.00074178824
80,0.8070029,0.99992037,0.89316314,0.0007418592
81,0.80702883,0.99992037,0.89317906,0.0007425761
82,0.80705476,0.99992037,0.8931949,0.0007427414
83,0.8070807,0.99992037,0.89321077,0.0007428988
84,0.8071066,0.99992037,0.8932267,0.0007444821
85,0.80713254,0.99992037,0.8932426,0.00074594864
86,0.80715847,0.99992037,0.89325845,0.0007484586
87,0.8071844,0.99992037,0.8932743,0.0007486401
88,0.8072103,0.99992037,0.8932902,0.00074891845
89,0.80723625,0.99992037,0.89330614,0.00074954
90,0.8072622,0.99992037,0.8933219,0.0007507809
91,0.80728817,0.99992037,0.8933378,0.00075253384
92,0.8073141,0.99992037,0.89335364,0.0007527562
93,0.80734,0.99992037,0.89336956,0.0007527981
94,0.807366,0.99992037,0.89338547,0.0007529391
95,0.80739194,0.99992037,0.8934014,0.0007529513
96,0.80741787,0.99992037,0.89341724,0.00075461745
97,0.80744386,0.99992037,0.89343315,0.0007554625
98,0.8074698,0.99992037,0.893449,0.00075570086
99,0.8074957,0.99992037,0.89346486,0.00075575843
100,0.8075217,0.99992037,0.8934808,0.00075626135
101,0.8075476,0.99992037,0.8934967,0.00075701484
102,0.8075736,0.99992037,0.8935126,0.0007577388
103,0.8075996,0.99992037,0.8935285,0.00075946754
104,0.80762553,0.99992037,0.8935444,0.0007599508
105,0.8076515,0.99992037,0.8935603,0.0007611786
106,0.80767745,0.99992037,0.8935761,0.0007618078
107,0.80770344,0.99992037,0.893592,0.0007627288
108,0.8077294,0.99992037,0.8936079,0.00076368306
109,0.80775535,0.99992037,0.8936238,0.000764039
110,0.80778134,0.99992037,0.89363974,0.0007642436
111,0.8078073,0.99992037,0.8936556,0.00076504727
112,0.8078333,0.99992037,0.8936715,0.0007668166
113,0.8078593,0.99992037,0.8936874,0.0007673158
114,0.8078852,0.99992037,0.89370334,0.0007677795
115,0.8079112,0.99992037,0.89371926,0.0007682929
116,0.8079372,0.99992037,0.8937351,0.00076867995
117,0.8079632,0.99992037,0.893751,0.0007693073
118,0.8079892,0.99992037,0.89376694,0.0007693645
119,0.80801517,0.99992037,0.8937828,0.0007705091
120,0.80804116,0.99992037,0.89379865,0.00077053066
121,0.80806714,0.99992037,0.89381456,0.00077060895
122,0.80809313,0.99992037,0.8938305,0.0007709196
123,0.8081192,0.99992037,0.8938464,0.0007712473
124,0.80814517,0.99992037,0.8938623,0.0007723148
